text1,text2
友谊长存人世里,善良永驻庶民间
紫梦婆娑摇月影,馨园翠茂诱花痴
邓公辟路解温饱,习总架桥奔康宁
肝胆壮平生，西起皋兰、南游桂粤,时局终浑沌，轰天一醉、埋地百忧
大山筑梦，千山美景由心绘,公路为家，一路春光任我裁
闲寻山里人家，犬吠鹅鸣人不见,权憩塘边酒肆，肠饥口渴酒先干
豪翔千里物流远,畅达万家服务优
炒股当心留退路,经商在意亮名牌
苍野横烟蒸落日,碧空流火煮飞云
抛书月下读花语,看本周央视趣闻
军统,佛门
朝迎旭日观东海,夜仰繁星拱北辰
蓬山高价传新韵,笋石清琤入紫烟
醉赏桃花心自乱,远观柳浪意犹高
色,形
一句相思吟岁月,千杯寂寞舞人寰
凯歌阵阵，千里马喜到惠安站,春风习习，带头羊又登聚龙山
云霞托日天边照,福禄携财马上来
慧剑将成羞炼铁,心花纵谢岂沾尘
圆荷跳雨谁击鼓,曲水流觞共吟春
俨龙见于尸室，小心翼翼,听鸡鸣而早起，为善孳孳
红梅含苞傲冬雪,绿柳吐紫迎春晖
居山养性生灵气,献玉徒劳断手足
依法执征，为国聚财兴大业,秉廉治税，与民谋福见高风
一屏翠色餐佳士,满院幽香醉故人
山连云岭几千叠,家在长江第一湾
甚深悲智甚希有,无上觉行无等伦
美丽田园国画里,和谐气氛我家中
斋雅静伴月,山空寂无人
梢头春细花初放,陌上绿匀草渐齐
事临头、三思为妙,怒上心、一忍最高
细水长流成海量,浮云漫卷捂天心
整肃四风，百姓欢歌辞旧岁,践行八项，万民跃马庆新年
播种开犁春在望,出仓晒谷日复苏
最是人间情易老,应非天上月难圆
寻梅访雪香红袖,卧竹聆风染白衣
观风随按察,乘骑度荆关
空门无一物,约法有三章
万里皆春唯一笔,倾城尽梦不须仙
公子无情公主怨,老娘有恨老人亲
名师非自命,美酒莫独斟
将携健笔干明主,且放欢情入醉乡
近水结庐闲养鹤,向阳搭架好栽花
转移草草光阴，开遍万千红紫,职掌花花世界，愿瞻十二神明
徐行小径听秋语,静坐长亭醉雨声
能以忠贞酬重任,更无言语倚彤云
桃源花落余一梦,赤壁水流少二苏
他山景致画图里,异国乡愁草木间
时差关系，东方不亮西方亮,空运繁忙，北国难销南国销
酒旗招累马,茶盏醉清风
宽我胸怀，在山在水,培人雅兴，唯菊唯兰
竹叶参差皆个个,荷花窈窕自亭亭
阶翻红药春裁句,阁照青藜夜校书
大漠狂沙风写意,长河落日雁排兵
风和花织地,云静月满天
伟大,雄浑
新春春最美,奥运运更圆
十月十日朝中坐,一虫一人蚨边行
池荷卸去红妆，暗伤一阵久,油伞撑开秋雨，飞转许多愁
闲坐窗前读落叶,忙从田野种高粱
清风生碧野,皓月映江流
穷我一生书四壁,醉他三世酒千杯
出轨子弹射错位,在天飞龙晨曦中
仙人对弈留残局,牛石闻钟卧夕阳
千载传承，美酒源于洛阳积淀,数朝鼎盛，新春福领中国腾飞
进退无非双刃剑,沉浮争似几何图
万朵莲开南赡部,千秋佛佑古神州
有情草木见风笑,快意渔樵把酒欢
烈焰冲霄，圆千古飞天夙梦,嫦娥奔月，振九州折桂雄风
民情，如流水般通达,权力，在阳光下运行
检微察洞，岂容硕鼠惶惶遁,反腐倡廉，但得清风阵阵来
是太上无为清境,到此间省却姓名
拟凭尊酒慰别绪,何必多情锁寂寥
风骚四海黄钟韵,联墨千秋梅雨情
我与梅花轻暗许,心随竹节欲高攀
幽兰仍觉遗风在,宿草何曾润雨干
千蛇欢舞歌丰稔,万马奔腾迓早春
径晚红粘屧,林深翠湿衣
家富人放胆,国强众扬眉
和风拂岸柳,巨浪卷崖石
雀屏妙选今公子,鸿案清分古大家
终生舍利成佛子,半世爱书是傻瓜
天上虹，赤橙黄绿青蓝紫,情表现，喜怒哀乐悲愁苦
闵先生门里文字,吴学士天上口才
昔日乡音犹在耳,此时发小已成翁
几垄诗行书淡泊,半瓶墨水写风流
南粤旱天雷震仔,新疆戈壁骆驮群
壶中日月长醉酒,王子逍遥总攀花
水沂斤，土圻斤，锨欠金斤来,一大人，二夫人，春日三人行
弱水三千，只取一瓢足矣,清风万里，但求两袖难乎
水绕山环城更绿,花香鸟语家宜居
星垂平野望故里,雀落松枝觅旧巢
纲举目张，兴尔家室,行端言谨，益我身心
竹临清流，及笄出梓里,鹤驾赤水，带玳返故乡
式闾无间崇铁笔,熊鱼兼得壮书坛
有寿有福还有乐,无风无雨也无晴
霜近蛙声远,秋高桂子香
望眼迷茫千里白,思潮澎湃九州遥
四五小鸡啄草绿,自家巧妇喂猪肥
凤舞匾山千鸟集,蛟腾联海百川归
对顶角,互拆台
此地问源，烟雨清流疑拙政,九龙如黛，廊桥绿岛借留园
大底浮荣何足道,了然尘事不相关
几处欢歌春色醉,八方笑语墨香浓
五中深改革,一会化官风
一亩梅花相守老,半间草舍可得闲
国富全凭政策好,官廉首靠党风清
理中何必凭姜桂,标本还须看竹梅
色染花千树,风和果满枝
横流物欲何从挽,诡变人心几时休
嵩明山高映日月,泉里水白流土田
文学院，理学院，文理学院学文理,东当铺，西当铺，东西当铺当东西
天书一笔水无愧,地抖三声月更寒
逼十分到头难解,退一步前程易通
笔点龙睛云水怒,春噙燕剪映山红
招商聚业，金猴奋进兴蛇口,盛世安邦，祥年筑梦耀五洲
王侯第宅皆新主,冠盖声华羡昔贤
一药一性，岂能指鹿为马,百病百方，焉敢以牛代羊
香花万朵融一句,朗月千年入九章
身起毫末原不易,官无大小本应廉
千载难逢，天文盛宴,百年不遇，宇宙奇观
此去朝天，愿抗疏陈言，毋忘在莒,这回过境，论下官不职，合便烹阿
扬子口中飞白凤,李翁胯下坐青牛
星稀月黯然，冷宇残棋谁可下,云叠松遒劲，苍毫玉案自能书
广场高影朝霞色,古寺遥敲夜月声
一榻诗书香素袖,四杯美酒醉人心
盛况佳音，恰两岸猿声报瑞,和风时雨，喜九州春色增妍
云流指间天若盖,碧漾峰顶岭似圆
峰高雁过少,家贫客来稀
千古流霞双鹜动,一樽帆影九江开
聪明反被聪明误,腐败该入腐败牢
健儿誓断长江水,神女难思巫峡云
勤守农禅扶正法,满怀悲智振宗门
狮吼,马云
尝心于此遇,即事多所欢
惟有心田纯净土,可惜岁月不童真
烟云掩盖帝王笑,汤水荡涤天下尘
溪流绿浸半堤翠,月影清浮一榻凉
燕雀安知鸿鹄志,文章权作稻粱谋
心事几番吟入句,风光无限待留人
书香醉倒窗前月,兰气清和阁下风
挺举,沉沦
一叶梧桐，秋声冷雨,半窗寂寞，往事寒心
黄鹂娇啭春风舞,梅蕊绽开联苑芳
世态炎凉，来鸿去雁知温度,水平深浅，戏蟹游鱼争上流
一枕相思对月老,满腔热血染诗春
声声竹响呼彤日,阵阵钟鸣报瑞春
地面无言虫报告,天空有语鸟传声
世事洞明皆学问,尘缘了却即菩提
不见梅花多病色,素闻杨柳有娇姿
立地顶天金玉树,纤指巧臂竹丝声
藉月采莲籽,披云吟华章
云裙水袖莲花步,菊句兰词茉莉诗
蜂来蝶去花心乱,蛋打鸡飞狗嘴贪
芝园工山水,文圃擅翎毛
夏耨,春耘
借春毫一抹，将沈阳染绿,闻喜鹊三喳，报甲午呈祥
党旗映日月，春光似锦,雨露沐童心，笑脸如花
世才笔落诗书韵,夫子襟怀儒雅风
宁为宇宙闲吟客,输与桃源逃难人
诗联扬粹，读书万卷终觉浅,声韵怡情，撰句两行不喜平
白石山中风景异,碧纱帐里梦魂香
月魂雨梦留人醉,诗意联情惹我痴
心惊胆战,眉笑颜开
采桑子,种田人
萝卜粉条羊肉馅,金丝玉液燕儿窝
任叶飘零堆故事,凭谁叹息老沧州
打造全民狂欢梦,耕耘羊首好闹春
羽觞三醉重湖晓,铁笛一声万户秋
旧学寥寥，凄凉湖院三秋月,暮年屹屹，辛苦郦亭一部书
宏图犹借羊毫舞,好梦正乘鹏翼翔
醉眼,花心
拈云结衲亭为佛,坐槛听泉我是莲
春到百花齐竞艳,风流三月总关情
西风又把秋叠起,冷雨频将梦打翻
秋兰若梦,小土成烟
联品君山文品字,史评卿相宰评书
氤氲碧海几云影,浩渺青天一雁翎
德厚十分孚众望,心贪一点毁官风
归元无二路,方便有多门
常操铁石防非典,饱读诗书须正经
喜事连绵，龙交金棒蛇接力,春光灿烂，我挂云帆党领航
振古铄今，词林霞蔚,文经武纬，甲第连云
十月金秋风送爽,三伏盛夏雨来凉
修砌未完随尔去,破门而入为谁来
科幻,影迷
白塔天齐，铁佛寺中烟缭绕,金刚日丽，鲇鱼山上水温馨
千层紫气锁山岭,万壑松风响杜鹃
兴亡交替，盈虚有数,祸福相依，聚散无常
一游胜读十年书,万卷重开五夜灯
春梦催啼鸟,酒后吐真情
吟梅清在骨,泼墨愜于心
若无陈蔡军围，焉有斯台千古,虽然弦歌事往，犹思从者四科
江河悲泣雨,日月淡无光
新羽初着忙试水,轻红欲绽暗窥蝶
相逢莫问家何处,把酒同干月一盅
野渡莺穿惊柳雨,花都鹤洞种春桃
山宗恒岳千峰秀,水祖桑干万派春
露浥幽兰花问月,风梳媚柳絮飞春
不遵格律休联对,先沐书香后品茶
一痕新绿扑窗入,几簇鹅黄向阳开
昔日未登台，世上几人曾识我,今朝初报鼓，场中哪个不抬头
学有得，行有知，楹联雅韵喜囚子,博以文，约以礼，苏悟春风拂狱园
望水凭栏，脚步总敲千古,赛龙夺锦，清溪已醉多年
张牙舞爪螳螂臂,捩嗓挠喉鹦鹉舌
乾坤溢彩时，孔雀开屏千度舞,阳气生晖处，天鸡破晓一声啼
玉笏佑热土，人杰百业则茂,香槟贺公馆，地灵五世其昌
贪多嚼不烂,见小事难成
我惟乐道,君真好贤
发言需举手,购物先看银
杜康把酒祝佳丽,笑面虚怀看人生
欲剪相思偏惹梦,希能共聚总添愁
叶飞秋落索,雁去客伤愁
龙凭正气腾天下,日以公心暖世间
石崇斗富，锦幔珊瑚成葬帐,陶侃知珍，竹头木屑助征途
燕衔花雨轻调墨,雷震山河重伴音
笑语问春，梅花去后谁知己,轻声告月，柳絮飞时我作东
野鹤闲云，飘泊一生无定所,山花明月，循环千古有常规
得意千般多梦幻,修心余岁远尘嚣
窗前问月何时满,墙外留心绿杏红
与山对坐忘昏晓,拄杖归来无雨晴
地孕一方水土，铺开彩锦,情牵万里风云，续写红歌
黄云漫卷沙千里,赤日逍遥敬一丹
汩汩泉声张地脉,潇潇竹语隔尘喧
读书必潜心，学问与时俱进,创业宜放胆，国家革故鼎新
槛外江潮时起伏,楼头柳月自舒张
新到门房不认我,早于粹网久闻侬
诗不清新砌典故,人如吝啬少花销
老树著花偏有志,嫩藤爬墙何惧高
泽以长流称远,山因直上成高
老槐树下翁说古,野陌烟中子唤牛
贪腐必除，九州高举莫邪剑,勤廉当颂，万众长吟裕禄歌
龙路纵横通四海,蛇车驰骋畅八方
景得天钧成锦绣,峰连地脉任高寒
花落阶前，一帘幽梦随春去,道存心底，九扇锦屏逐日开
横笛寒江左,当差老汉中
沧海月,碧云天
午马翻蹄腾瑞气,未羊挥角起祥云
永撰佳联，爱筑一团和气,会圆美梦，珍藏满屋雄文
国振朝纲昌凤藻,庭承祖训绍麟裘
金银铜铁锡，均无足赤,诗画酒琴棋，总是精通
素来佩服,荤上盛盘
德政传声下邳郡,文风遗范恭俭堂
正打,反抽
蝉鸣七月天流火,雁远三秋叶挂霜
大贤当佐世,烈士不忧身
颠狂柳絮随风舞,轻薄桃花逐水流
平生快事竹为友,两袖清风自在人
好借廉风舒画卷,常将正气壮诗篇
倩女,奇男
天地英雄豪气壮,军民鱼水感情深
挑战太空，喜仰天宫巡月殿,深潜极限，惊呼海阙戏蛟龙
一泓清水收天色,万里长空传雁书
菊绕东篱堪寄梦,枫披北岭不思愁
老根勃发虬茎在,新蕊初开冻蕾无
物重情轻，今人几许祟忠孝,义深言简，古圣何曾费礼仪
辗转伤听连夜雨,相思醉饮断肠人
楼招紫气钟灵秀,塔焕霞光赐吉祥
曲径通幽，罕到弥勒内院,高峰入妙，巍然兜率天宫
苗裔当蒙十世宥,光价岂止百倍过
流风争色春林绿,落日余辉晚景红
曲径通幽循道理,仕途达贵隐玄机
十载联花，映红强国梦,三春时雨，润绿富民图
魏武难酬横槊志,岳飞枉死莫须名
天下重农耕，丰衣足食,人间崇法制，强国安民
辟地开天，气壮山河昭万代,腾龙起凤，功高日月炳千秋
德定圃人旁呆立,沉云初页里藏刀
于无声处听风雨,在有戏时传是非
山高何碍拿云手,路远犹添望月心
益友临庄扬国粹,闲朋御苑谱华章
春心一瓣梅花落,柳眼半舒冰雪消
新添水槛供垂钓,未识龙宫莫说珠
两岸一家，曾经苦难归青史,九州百族，倍惜尊严写未来
鸭绿,鹅黄
晚霞舒锦绣,朝露缀珠玑
谋略,读图
丽水流金，奔腾古井繁华地,春潮拍岸，卷起银湖幸福花
和邻睦里人缘好,敬老帮残品德高
认子,见娘
棋局人生多变数,浮沉宦海总无常
入盏乡情和泪饮,纠结心事借琴说
文澜渤澥源洱海,笔意慧思感殷勤
传情达意，一网联通千里客,立异标新，全球移动万家心
一声爆竹，庆民康国泰,三杯春酒，祝人寿年丰
懂外语,团中央
水色丰艳色丰滟,食羊丑羞羊丑馐
皇土悟空功筑罕,白泉舍水口干人
联雅墨香，珠联璧合联联墨,对工词丽，妙对奇思对对词
春雷敲响和谐鼓,燕语吟娇锦绣天
相如心慕蔺,李白愿瞻韩
薄霭新山，几处青丝垂玉帐,微波涌擂，一番小浪扰清台
两学律己，提高党性,一做助人，贴近民生
更新观念，改天换地,转变思维，逐梦迎春
高举金樽遥对月,远观星斗漫吟诗
曾经梦里逢君面,早应诗中晓妾心
春风戏醉柳,细雨吻夭桃
鸭,鸽
狮岩有韵绘神画,龙瀑无弦弹妙音
风湖波漾月,云岭树擎天
陋室诗书补,闲情曲画添
海上生明月,山中梦逸仙
紫燕翻空，江畔兰舟飘袂影,清风绕柱，桥头明月落尘烟
七音宫商角徵羽,五行水火土木金
庭前种竹先生笋,庙后栽花长老枝
越己为一圣,容人乃半仙
素车有客奔元伯,绝调无人继广陵
菊花辟恶酒,汤饼茱萸香
读书明事理,处世辨人心
尘封记忆秋一院,酒兑相思月满窗
并无樗栎品,尽属楩楠材
缺师少教，阎罗殿里力邀泰斗,天上人间，肃穆宇中泪送先生
联通肺腑,电信风情
雪中送炭暖人心，老少愁眉展,手底回春施德泽，边区痼疾除
浏水蒸香千样锦,园蔬回味万人欢
花落春留步,云遮月瘦腰
古叶载功，一旦归田脱旧甲,旱车肇事，即时回里写辞呈
言传身教，有懿德方可教也,笔耘舌耕，无新知岂能耕焉
苦无曲韵对人弹,幸有闲暇与月酌
洙水长流，鱼龙泽惠搏云志,萌山毓秀，梓杞擎天捧月心
客涌似潮，购物称心，凡来无悔,家需满意，省钱如愿，频顾有缘
高歌一曲朝天阕,痛饮三杯望海潮
清风永驻江心岛,澍雨长临赤县天
连心兄弟插茱萸--铭心乡恋,牛骨骰子镶红豆--刻骨相思
生命途中无站点,时间表面爱兜圈
追千载辉煌美梦,树一尊旷世丰碑
大气天生开列缺,真如周易打通关
和尚无声参大道,尼姑带发悟真经
豪气凌云，翔龙点彩,物流绘画，发展催诗
两棵银杏树,一个绿衣人
沁梅煮酒邀朋醉,采菊烹茶送客尝
梅花只与知音赏,心事说于挚友听
遍地皆杀机，行路岂止难蜀道,视天惨无语，回车剩欲赋迷阳
楹锦满城皆舞凤,联花遍市尽朝阳
绿满疏篱花渐醒,碧连迩海月方明
岭南月醉瑶山茗,粤北风香天井红
溶溶月夜连灯市,霭霭春光满禁城
硕果嫣红碧树上,乌棹横斜野渡头
碧草暗侵香苑路,珠帘不卷枕江楼
送终须尽三年孝,追远常怀一片心
窗残风肆虐,屋破雨狂袭
春水煮春茶，一盏斟来春色满,柳风裁柳叶，千丝织就柳帘新
玉管清弦声旖旎,绿潭红树影参差
小道传言，已筑西河馆,忠心自信，能肥北海羊
同安出英豪,集美献爱心
协会正月赋会，春始雨中迎国泰,文联卅载征联，而立岁初贺开端
触景生情，感时红袖溅花泪,无独有偶，厌世蓝颜遁妙门
碧水绕华堂，春光无限,黄莺鸣大地，捷报频传
夏日清凉风拂柳，笛声袅袅,春光妩媚雨润花，雁字翩翩
东亚病夫何在,金牌奥运第一
且温菊酒消秋冷,但寄枫笺慰远愁
寒梅楚楚迎风瘦,铁骨铮铮锻志坚
水中月，为天上月,眼前人，是过来人
伟岸喜琳琅，金谷园中秦结晋,萧郎偕玉女，母亲河畔凤求凰
学有常规勤作本,教无定法爱为基
燕剪杨花疑雪色,蜂翻杏影是梅魂
一卷大明从此读,千篇厚史向城翻
缺吃少穿穴乞口,断简残篇扁竹间
奔驰不惜千金骨,伏枥犹存万里心
左右难为水,炎凉尽在风
文艺红旗手，名扬海外,乡村白鹿原，情铸人间
校经愿学顾千里,佞宋遥分黄一廛
昆仑玉,泰岳石
大也广场，小也广场，何分大小,多亦财富，少亦财富，不计多少
举手托高天一尺,开怀饮下酒三斤
晓露凝霜，残枫落尽秋颜老,晨风笼雾，嫩柳初妆春色娇
中华崛起迎盛世,巨龙腾飞颂党恩
羊毫作跋普天乐，凤城永乐,猴戏开锣满院春，盛世长春
表面文章人去远,诚心生意友来多
树大招风，好在已根深蒂固,艺高放浪，无非是酒绿灯红
新风，吹遍江山如画,亚鑫，纳福神州呈祥
三多以外有三多，多德多才多觉悟,四美之先标四美，美名美寿美儿孙
汾水牵魂，常闻梦里涛拍岸,槐荫赐福，惯看枝头鹊报春
真水不香真境界,好人无过好心情
风透竹间月,雨湿墨上花
自造心光昭日月,普施情雨洒江天
若道春风不解意,始知嬴女善吹箫
心倦世俗尘网,梦谐仙境桃源
焕彩香山迎雅客,知秋红叶笑霜花
窗前屏障天然画,袖里乾坤自在诗
分花拂柳春招式,流水行云道法规
在柳轻风起,当门月照圆
烽火不烧招外土,军旗常飘边陲营
阳春最喜梨花雨,二月偏宜柳絮风
未迎二帝还朝，沥血千秋含情激,已了一生完节，风流万古颂忠贞
除恶效钟馗，敢亮青锋捉厉鬼,辨良学陆判，能执朱笔藉冤魂
莫言大道人难得,未解芳颜意欲狂
金盏草,玉簪花
秋风巷陌萧萧柳,小月阁楼寂寂弦
对弈春风，当年负了棋三手,弄歌绿水，此际相思琴一人
寥落清光，月夜拥书相忆好,依稀瘦影，花间把酒醉思长
国门锁钥,邦界金汤
宏图大展家声振,伟业腾飞姓氏香
高山流水弦音妙,白雪阳春景色新
解读春光愁一字,刚眠好梦玩重霄
观云测天，日夜坚持不懈,反腐倡廉，时刻警钟长鸣
借居山野，喜有烟云常作客,久住江边，却无鱼蟹好迎宾
祖德传芳，绕膝欣看兰与桂,恩波衍泽，介眉遥祝寿而康
秋韵引诗狂，万里云笺题雁字,桂樽留客梦，一壶月色动乡情
读书作画夫子庙,问柳寻花秦淮楼
路有千条惟取正,书读万卷不称多
和风细雨春将至,雪地冰天冬正酣
世事如棋，让一着不为亏我,江山似画，添半笔也是损她
圣诞节吃剩蛋--节约,迎年关对楹联--关心
墨联多服众,水笔总装文
明月轻舟荷作侣,清风垂线鹭为朋
花谢千红休恨水,鸟张双翼去量天
素月怡心当忘我,飞花入梦更思人
满眸愁绪清明雨,一夜悲情子野风
落花遍野几多恨,斜阳满地无限愁
豪杰胸中大宇宙,道人身上小乾坤
民生一帜民族愿,辛亥百年辛卯秋
狂联痴色赶,昨夜人如潮
梅蕊凌寒香益远,莲心出秽色翻清
牛披紫气随冬去,虎啸祥云踏春来
揽大壑奇观，觞飞太古,读巴人图语，梦叩玄符
为生硕果花先老,欲发奇芳草早长
久慕青山相拱手,遐思明月复低眉
傍水依山，修心养性,吟风弄月，荡气回肠
色如金，山如骏，眉如弯月,味在正，香在醇，茶在清心
满月天，天月满,虚心竹，竹心虚
起落人生，沧桑伏笔,参商滋味，惆怅勾陈
时时皆翠绿,处处好清新
拈花一笑玄机解,抚案三思奥妙知
华夏万民，共赏中秋月,海峡两岸，同期一统天
冠峨剑重锵环佩,鸾飘凤泊拏虎螭
丁兰刻木思亲孝,孟母断机教子贤
龙腾关天抒壮志,虎跃秦陇谱新章
送马接羊，踏雪迎风春下界,扬鬃昂首，积祥纳瑞福临门
竹影敲窗催妙句,松风立世鉴英才
佛思普救，座上修成无畏法,僧念慈悲，心中戡破有情禅
北魏尚书，通经注易撰州志,东吴宰相，历数解难称太师
崇廉而梦远,尚德则风清
海接蓬莱，天高水阔,人游仙境，心旷神怡
伏案潜心尝世味,横空仰面写人生
花飞扰乱眼前景,蝶舞勾起昔时情
木门闲对月,女子好聊天
实地森森万木秀,空门渺渺双桂香
真性不容添一物,贪官最怕被双规
木鱼敲烂曲禅意,泥马坐空老道心
龙腾追梦,凤舞鸣春
历史眼中，指点江山成玩耍,照妖镜里，岸然道貌好风流
诸葛酬三顾，亮,孟德唱大江，操
一江春水金鱼跃,五岳名山彩凤歌
颂月吟风秋半点,抚琴鼓瑟夜三更
忍片刻风平浪静,退一步海阔天空
善化春风，催开桃李三千树,孝为屏幕，显示人生七彩图
公去几何时？遂闻党祸亡天下,人言奚足恤？但抱孤忠诉故君
夏云海中出,龙女何处来
秋收起义策源，红旗指路燃星火,先烈开基创业，百姓翻身作主人
一览馆藏，梦回千载农耕史,再瞻民宝，意解万家风俗情
四海新春美,千秋伟业兴
文章涵天地,笔墨释春秋
静水亲开画,寒山披素装
妹线哥针三步曲,天荒地老一生缘
赤水河河水赤,南飞燕燕飞南
一池明月醉天地,五柳先生赏雅俗
明镜高悬天地远,清官低调古今同
龙腾法治平平安,蛇舞江东处处新
四壁荷花三面柳,一亭风月半池烟
瀑跌谷底悲吟去,鸟落枝头婉啭来
日照文坛放异彩,春催联苑绽奇葩
烛影摇红翻翠袖,尘心涤净断青丝
无遗行于乡里,有令德在子孙
窗前沧海凭开眼,台上楞伽可印心
闲花应笑人，落帽山前，呼鹰台下,明月来寻我，写经窗净，觅句堂深
弟子获栽培，学海巨龙常跃汉,园丁勤灌溉，文林桪木屡干霄
开花吐穗留胡子,昂首挺胸献玉珠
断岸经添秋水景,何人不起故园情
山东日照映黄海,湖北恩施泽九江
必计分文，两袖清风通国脉,不沾毫发，一腔正义为民生
燕剪春风，刷新中国梦,羊开泰运，点赞复兴潮
天街夜雨敲清脆,海市蜃楼化幻虚
蹑阶登阁，百里楠江驰阁下,凭槛赏湖，九天明月在湖中
绿岛分流呈美景,清风扫径候佳宾
赵宋词风凝踏浪,宝斋韵海筑心庐
三人一日春游去,二木整夕梦呓来
猪为六畜首,梅占百花魁
邪气已消人振奋,青阳初到树苏生
轻烟笼水藏春梦,大火冲天毁雅园
不便直说歇后语,无心曲解套中人
八马腾云辞旧岁,三阳开泰庆新春
岸,堤
皇爵诚心如钻石,贵宾所愿会名流
屋外，莺歌燕舞、粉莲并蒂,厅中，笑语欢声、贵客云集
布达拉宫，西部边陲天路畅,高原胜境，藏珍虫草价钱升
无波古井石惊梦,巨浪滔天云动容
我偷风水镜,你买电冰箱
素纸对青天，写出文章昭日月,诚心铺大道，积高善德荫儿孙
留得诗心，倾力三门扬国粹,聚来雅客，放歌九域唱春风
开心过除夕，更年期到,持枪上战场，前列线来
春燕斜飞，裁出江山新画卷,嫦娥呼啸，奏响时代最强音
洞口听风，做贼也须胆识,猫牙送命，耍奸枉费心机
江河溢浊流，波涛汹涌,港澳添清酒，涓滴淳浓
春色满桃园，三国英雄如在,秋风吹菊圃，万年俎豆常新
淫雨天寒徒剩醉,阴风晚急不留行
洞门云锁三冬暖,石室风生九夏寒
疏帘铺淡月,一水纳长空
把酒高歌，临风醉对仙源月,登楼寄傲，揽胜豪吟曲阜诗
句带三分酒气,风捎百亩荷香
税企一家，共建和谐征纳关系,政商两道，齐谋稳定繁荣市场
钓水平分鱼乐趣,游山好比鹤悠闲
青山醉卧清风口,明月高悬古渡头
四化干同心，浩荡东风龙腾虎跃,九州歌宪治，恒昌国运海晏河清
危邦一去传遗憾,忧国何尝废苦吟
楼伴曲池遗胜迹,客来幽谷忆前贤
山中老猴子,镇上小瘪三
岁暮,年轻
纵有风情催日暖,却无花样阻春寒
竖,横
三楚滞书邮，落木秋风衡岳雁,西湖话乡土，桃花春水武昌鱼
一径落英埋旧迹,千江流水荡清波
繁花开锦绣,骏马起云烟
龙吟华夏千年泰,鸡唱神州万里春
蹔入城来缘卖药,自载梅后不烧香
宏志建殊勋，千层骇浪铺丝路,雄风扬禹域，万里洪涛颂丽章
万物刚柔两面性,一行善恶众人评
云破月窥花好处,露滋雨润果丰登
咬定青山，春笋牙尖穿石隙,开化龙顶，朝辞白帝彩云间
每读新书知识少,常游古迹慕学多
人老常谈冷热,年轻不管春秋
日月无声殇国难,海河当酒祭冤魂
愁笔唯题断肠句,毒枭难免砍头刀
对江楼阁参天立,大梁山水缩地来
古帖每临无字处,新闻常出有声时
鼠舞星光蛙伴奏,雨霖寺宇客生情
古业欲搀陈正字,瓣香惟祝杜襄阳
万里征途驰骏马,千秋岁月舞灵羊
虬劲槐枝，迎九州春色,恢弘魁阁，壮千载文风
海底长龙，三门巨浪三门过,城中异宝，十载新花十载开
廉风廉雨廉潮涌,福岛福洲福景长
俎豆具瞻新典礼,衣冠还识旧遗风
打烊关门风扫地,拨珠算账月提灯
迎奥运，办亚运，年年好运,树新风，亮高风，岁岁春风
青山踏尽游何处,老酒斟干买复来
勿争才是主,无恶不成侠
揽翠拾芳春雅兴,探幽沐野月豪情
竹篮闷头挑水，原来两担漏,猴子倾心捞月，却是一场空
鸡唤晨曦惊美梦,蛙鸣暮色报春情
聪明事利人利己,糊涂官害国害民
君子居仁孝友,清官莅政勤民
八百株落落柚橘，散秋香气,三千亩迢迢云水，思鹭故乡
今岁又相逢，酒薄恐难娱客兴,此情多回味，人亲更易助杯空
金角银边黑白道,经天纬地纵横图
不分贵贱皆八字,难料吉凶也一生
风风雨雨人生路,暮暮朝朝大海潮
枯藤老树挂烤鸭,小桥流水无人家
天下奇观，戏水九龙凝道气,人间仙境，鸣空一鹤启玄机
多情自古空余恨,无意从来最伤人
柳须拂马春帘卷,桃面招人媚眼抛
开封知信义,关节见忠诚
自检癸尊寻吉语,惟书亥字答时人
险中都觉平平过,高处还宜稳稳行
春分绿杨，结邻吴太伯,诗吟红杏，偕隐宋尚书
甲午烈士，壮举千秋颂,华夏同胞，精神万代传
花开曾有梦,叶落自归根
一条神龙穿山过,五湖四海即相连
佛山梵净，险秀雄奇，浩荡乾坤气,仙境桃源，端庄俊雅，晶莹金玉姿
笔走龙蛇，墨彩书香迎骏马,天调律吕，春华秋实奏佳音
扑蝶行花路,擒龙上翠山
奇峰散落镶田野,逸宇丛集筑地标
该请客时诚请客,得饶人处且饶人
大地无情宣震痛,长天有雁泣夭亡
违法,扫黄
味品鲜醲，康宁多寿,友交诚信，日月常新
画舫轻摇云里客,天光浮动水中鸢
参禅修佛心,在世布善行
雾里晨阳羞答答,襁中稚子赤条条
骚客归来当设宴,同仁聚会畅抒怀
高阁清香生静境,碧溪流水泛桃花
大官催马，张越滩头三王峪,小辛卧牛，并渡冷水两岔河
一清二白，没顾平仄,七上八下，还得来回
土舍,茅茨
春色社前茶正茁,秋声江上荻长吟
羊岁抗洪光史册,猴年舞棒写春秋
几树老梅香小院,一丛新竹补幽窗
墨笔初浓春已半,诗心渐老柳犹青
春秋祭祖，异国馨香萦太白,陆海省亲，他乡喜泪涨红河
清廉清远亲天下,良善良深醉古今
处世宜方圆并用,与人要善恶兼容
美好新风欣再振,创伤旧事厌重提
逍遥墨客游山水,寂寞村翁阅古今
神山高坐古香发,好友清谭今雨来
两岸春和谋发展,八闽龙举话康庄
闰日前厅延俊秀,轩楹妙对赞英贤
缥缈一山梦,空灵半月诗
看祖国莺歌燕舞，改革春风兴百业,望禹甸水笑山欢，开放浪潮耀千秋
